scenario,batch_size,use_cycle_time,replication,batch_completion_time,avg_cycle_time,avg_wip,station_1_utilization,station_2_utilization,station_3_utilization,station_4_utilization,station_5_utilization
Сценарий 3: Неограниченный буфер,100,False,2,904.0,8.909090909090908,50.68661504424779,0.4411504424778761,0.8661504424778761,0.9811946902654868,0.6433628318584067,0.6990044247787607
Сценарий 3: Неограниченный буфер,100,False,3,904.0,8.88989898989899,49.76172566371681,0.44081858407079644,0.8658185840707965,0.9803097345132744,0.6411504424778752,0.6964601769911498
Сценарий 3: Неограниченный буфер,100,False,4,909.0,8.95959595959596,51.21474147414741,0.4383938393839384,0.8613861386138614,0.9812981298129813,0.6451045104510444,0.6347634763476343
Сценарий 3: Неограниченный буфер,100,False,5,905.0999999999999,8.92020202020202,52.67661031930174,0.44072478179206726,0.8656502043973042,0.9805546348469784,0.6426914153132247,0.6990387802452765
"Сценарий 4: Capacity 2, буферы отсутствуют",75,True,1,1379.6,18.320270270270267,1.954479559292547,0.32056393157436913,0.12862423890982883,0.22665990142070178,0.14884749202667422,0.10568280661061158
"Сценарий 4: Capacity 2, буферы отсутствуют",75,True,2,1379.0,18.33783783783784,1.9377810007251621,0.31997824510514844,0.1278825235678027,0.22672226250906466,0.14974619289340083,0.0981145757795502
"Сценарий 4: Capacity 2, буферы отсутствуют",75,True,3,1379.3,18.316216216216215,1.9506996302472255,0.32059740448053325,0.12857971434785756,0.2272529543971581,0.14873486551149115,0.10342202566519225
"Сценарий 4: Capacity 2, буферы отсутствуют",75,True,4,1379.0,18.33783783783784,1.9155910079767937,0.31907179115300927,0.12621464829586654,0.2265047135605512,0.1503263234227699,0.08963016678752696
"Сценарий 4: Capacity 2, буферы отсутствуют",75,True,5,1379.6,18.345945945945946,1.9355610321832404,0.3190779936213393,0.1273557552913888,0.22756596114815902,0.14920991591765712,0.09796317773267592
"Сценарий 4: Capacity 2, буферы отсутствуют",100,True,1,1798.0,17.939393939393938,1.9324249165739704,0.30750834260289195,0.12803114571746382,0.23592880978865416,0.15375417130144595,0.09777530589543924
"Сценарий 4: Capacity 2, буферы отсутствуют",100,True,2,1798.0,17.939393939393938,1.932091212458286,0.307480533926585,0.1281423804226918,0.23790322580645168,0.15183537263626232,0.09769187986651819
"Сценарий 4: Capacity 2, буферы отсутствуют",100,True,3,1798.0,17.92020202020202,1.926585094549498,0.30800889877641796,0.12897664071190204,0.23793103448275876,0.15342046718576166,0.09218576195773052
"Сценарий 4: Capacity 2, буферы отсутствуют",100,True,4,1798.0,17.939393939393938,1.9304783092324793,0.307703003337041,0.12850389321468295,0.2364571746384873,0.15347608453837575,0.09619021134593968
"Сценарий 4: Capacity 2, буферы отсутствуют",100,True,5,1799.8999999999999,17.958585858585856,1.9393855214178561,0.3079059947774875,0.12892382910161676,0.23637424301350082,0.15314739707761532,0.10017223179065488
"Сценарий 4: Capacity 2, буферы отсутствуют",75,False,1,539.5999999999999,6.968918918918918,36.9801704966642,0.8422905856189773,0.9425500370644923,0.9467197924388436,0.35007412898443296,0.3403446997776131
"Сценарий 4: Capacity 2, буферы отсутствуют",75,False,2,539.0,6.986486486486487,38.34897959183674,0.8963821892393322,0.9503710575139148,0.9538033395176251,0.36094619666048244,0.38218923933209675
"Сценарий 4: Capacity 2, буферы отсутствуют",75,False,3,528.0,6.837837837837838,37.24450757575758,0.8489583333333336,0.9067234848484849,0.959280303030303,0.3506628787878789,0.39270833333333344
"Сценарий 4: Capacity 2, буферы отсутствуют",75,False,4,528.0,6.837837837837838,36.97537878787879,0.8489583333333337,0.9070075757575758,0.959280303030303,0.35142045454545456,0.3772727272727274
"Сценарий 4: Capacity 2, буферы отсутствуют",75,False,5,542.3999999999999,7.03243243243243,37.663348082595874,0.8900258112094399,0.9444137168141598,0.9540929203539825,0.3541666666666667,0.36974557522123913
"Сценарий 4: Capacity 2, буферы отсутствуют",100,False,1,690.5,6.752525252525253,49.655611875452564,0.88848660391021,0.8893555394641565,0.9708182476466329,0.3474293989862418,0.45047067342505426
"Сценарий 4: Capacity 2, буферы отсутствуют",100,False,2,691.5999999999999,6.763636363636363,49.56882591093118,0.8870734528629267,0.8890977443609024,0.970213996529786,0.35099768652400226,0.4410786581839213
"Сценарий 4: Capacity 2, буферы отсутствуют",100,False,3,712.0,6.96969696969697,49.50688202247191,0.9592696629213483,0.9583567415730339,0.9674859550561798,0.3533005617977526,0.40365168539325824
"Сценарий 4: Capacity 2, буферы отсутствуют",100,False,4,696.0,6.808080808080808,50.181321839080454,0.8890804597701151,0.9683908045977011,0.9696839080459769,0.34863505747126433,0.4083333333333328
"Сценарий 4: Capacity 2, буферы отсутствуют",100,False,5,696.8999999999999,6.817171717171716,50.081360309944046,0.8875017936576268,0.9283971875448416,0.9682163868560771,0.35528770268331183,0.4286124264600371
Сценарий 5: Гибкая рабочая сила,75,True,1,1385.1,18.394594594594594,2.0578297595841444,0.5024907948884554,0.2833730416576422,0.43614179481625903,0.3087863692152187,0.19413760739296743
Сценарий 5: Гибкая рабочая сила,75,True,2,1384.0,18.405405405405407,2.062210982658958,0.5018786127167626,0.2848988439306359,0.4382225433526014,0.32268786127167587,0.18460982658959485
Сценарий 5: Гибкая рабочая сила,75,True,3,1384.0,18.37972972972973,2.0556358381502875,0.5011560693641612,0.284971098265896,0.4386560693641621,0.3093208092485544,0.19356936416184908
Сценарий 5: Гибкая рабочая сила,75,True,4,1384.0,18.405405405405407,2.054407514450866,0.49812138728323674,0.2842485549132948,0.43930635838150306,0.3132947976878608,0.19226878612716725
Сценарий 5: Гибкая рабочая сила,75,True,5,1385.1,18.42027027027027,2.054219911919716,0.4973648112049669,0.28402281423723924,0.44112338459317035,0.3162948523572301,0.1877842755035733
Сценарий 5: Гибкая рабочая сила,100,True,1,1798.0,17.939393939393938,2.063014460511679,0.48770856507230237,0.2913793103448276,0.4548387096774195,0.32502780867630676,0.19382647385984406
Сценарий 5: Гибкая рабочая сила,100,True,2,1798.0,17.939393939393938,2.067908787541712,0.49043381535038905,0.2921579532814239,0.45717463848720813,0.3211345939933255,0.19521690767519423
Сценарий 5: Гибкая рабочая сила,100,True,3,1798.0,17.92020202020202,2.072246941045605,0.4890433815350385,0.2946051167964405,0.4590100111234707,0.32569521690767456,0.19555061179087813
Сценарий 5: Гибкая рабочая сила,100,True,4,1798.0,17.939393939393938,2.0679087875417115,0.48965517241379275,0.29315906562847616,0.4546718576195775,0.3239710789766402,0.1954393770856502
Сценарий 5: Гибкая рабочая сила,100,True,5,1799.8999999999999,17.958585858585856,2.0655036390910597,0.4902494583032388,0.29168287127062625,0.4536363131285074,0.32207344852491787,0.19451080615589722
Сценарий 5: Гибкая рабочая сила,75,False,1,707.5999999999999,9.239189189189188,37.98982475975127,0.9659412097230075,0.9619841718485022,0.9633973996608255,0.6642170717919725,0.7299321650650082
Сценарий 5: Гибкая рабочая сила,75,False,2,712.0,9.324324324324325,39.04803370786517,0.9740168539325843,0.9698033707865169,0.976123595505618,0.666573033707865,0.5823033707865167
Сценарий 5: Гибкая рабочая сила,75,False,3,693.0,9.041891891891892,38.23376623376623,0.9047619047619048,0.9735930735930737,0.9743145743145744,0.6585858585858586,0.753246753246753
Сценарий 5: Гибкая рабочая сила,75,False,4,684.0,8.945945945945946,36.70219298245614,0.9005847953216374,0.8961988304093568,0.8976608187134503,0.6597953216374266,0.7770467836257307
Сценарий 5: Гибкая рабочая сила,75,False,5,708.5999999999999,9.278378378378378,38.27081569291561,0.970928591589049,0.9674005080440307,0.9695173581710416,0.666384419983065,0.5221563646627151
Сценарий 5: Гибкая рабочая сила,100,False,1,885.0,8.717171717171718,51.30214689265537,0.9785310734463277,0.9796610169491525,0.9807909604519774,0.6602259887005648,0.7797740112994348
Сценарий 5: Гибкая рабочая сила,100,False,2,904.0,8.909090909090908,50.68661504424779,0.974004424778761,0.9712389380530974,0.9811946902654868,0.6640486725663712,0.6990044247787607
Сценарий 5: Гибкая рабочая сила,100,False,3,904.0,8.88989898989899,49.76172566371681,0.9795353982300885,0.9758849557522125,0.9803097345132744,0.6624999999999991,0.6964601769911498
Сценарий 5: Гибкая рабочая сила,100,False,4,909.0,8.95959595959596,51.21474147414741,0.9746974697469747,0.9801980198019802,0.9812981298129813,0.6652365236523645,0.6347634763476343
Сценарий 5: Гибкая рабочая сила,100,False,5,905.0999999999999,8.92020202020202,52.67661031930174,0.9733731079438737,0.9700585570655177,0.9805546348469784,0.6633521157883103,0.6990387802452765
